project,file,loc,nclones,nsequences,maxseqlen
koreader,koreader/frontend\ui\elements\screen_disable_double_tap_table.lua,17,1,0,0
koreader,koreader/frontend\ui\elements\screen_dpi_menu_table.lua,143,62,0,0
koreader,koreader/frontend\ui\elements\screen_eink_opt_menu_table.lua,35,0,0,0
koreader,koreader/frontend\ui\elements\screen_rotation_menu_table.lua,148,35,0,0
koreader,koreader/frontend\ui\elements\screensaver_menu.lua,244,48,0,0
koreader,koreader/frontend\ui\elements\waveform_level.lua,36,0,0,0
koreader,koreader/frontend\ui\event.lua,43,0,0,0
koreader,koreader/frontend\ui\font.lua,400,46,0,0
koreader,koreader/frontend\ui\geometry.lua,433,102,0,0
koreader,koreader/frontend\ui\gesturerange.lua,69,1,0,0
koreader,koreader/frontend\ui\hook_container.lua,101,80,0,0
koreader,koreader/frontend\ui\language.lua,161,6,0,0
koreader,koreader/frontend\ui\menusorter.lua,222,92,0,0
koreader,koreader/frontend\ui\message\filemessagequeue.lua,52,22,0,0
koreader,koreader/frontend\ui\message\messagequeue.lua,79,35,0,0
koreader,koreader/frontend\ui\message\streammessagequeue.lua,89,23,0,0
koreader,koreader/frontend\ui\message\zyremessagequeue.lua,45,12,0,0
koreader,koreader/frontend\ui\network\manager.lua,691,114,0,0
koreader,koreader/frontend\ui\network\networklistener.lua,209,28,0,0
koreader,koreader/frontend\ui\otamanager.lua,495,45,0,0
koreader,koreader/frontend\ui\plugin\background_task_plugin.lua,38,0,0,0
koreader,koreader/frontend\ui\quickstart.lua,117,3,0,0
koreader,koreader/frontend\ui\renderimage.lua,299,32,0,0
koreader,koreader/frontend\ui\rendertext.lua,322,87,0,0
koreader,koreader/frontend\ui\screensaver.lua,690,162,0,0
koreader,koreader/frontend\ui\size.lua,103,51,0,0
koreader,koreader/frontend\ui\timeval.lua,158,15,0,0
koreader,koreader/frontend\ui\translator.lua,805,208,0,0
koreader,koreader/frontend\ui\trapper.lua,678,182,0,0
koreader,koreader/frontend\ui\uimanager.lua,1776,1807,0,0
koreader,koreader/frontend\ui\widget\bookstatuswidget.lua,648,150,12,6
koreader,koreader/frontend\ui\widget\button.lua,427,96,0,0
koreader,koreader/frontend\ui\widget\buttondialog.lua,95,3,0,0
koreader,koreader/frontend\ui\widget\buttondialogtitle.lua,121,3,0,0
koreader,koreader/frontend\ui\widget\buttonprogresswidget.lua,283,145,0,0
koreader,koreader/frontend\ui\widget\buttontable.lua,136,11,0,0
koreader,koreader/frontend\ui\widget\checkbutton.lua,181,16,6,4
koreader,koreader/frontend\ui\widget\checkmark.lua,86,19,0,0
koreader,koreader/frontend\ui\widget\closebutton.lua,86,1,0,0
koreader,koreader/frontend\ui\widget\configdialog.lua,1462,13162,11,4
koreader,koreader/frontend\ui\widget\confirmbox.lua,225,17,0,0
koreader,koreader/frontend\ui\widget\container\alphacontainer.lua,59,1,0,0
koreader,koreader/frontend\ui\widget\container\bottomcontainer.lua,33,5,0,0
koreader,koreader/frontend\ui\widget\container\centercontainer.lua,27,1,0,0
koreader,koreader/frontend\ui\widget\container\inputcontainer.lua,305,47,0,0
koreader,koreader/frontend\ui\widget\container\leftcontainer.lua,26,0,0,0
koreader,koreader/frontend\ui\widget\container\movablecontainer.lua,344,142,0,0
koreader,koreader/frontend\ui\widget\container\rightcontainer.lua,29,0,0,0
koreader,koreader/frontend\ui\widget\container\topcontainer.lua,9,0,0,0
koreader,koreader/frontend\ui\widget\container\underlinecontainer.lua,47,3,0,0
koreader,koreader/frontend\ui\widget\container\widgetcontainer.lua,130,32,0,0
koreader,koreader/frontend\ui\widget\datewidget.lua,240,45,0,0
koreader,koreader/frontend\ui\widget\dictquicklookup.lua,1291,352,0,0
koreader,koreader/frontend\ui\widget\doublespinwidget.lua,328,65,0,0
koreader,koreader/frontend\ui\widget\eventlistener.lua,36,1,0,0
koreader,koreader/frontend\ui\widget\filechooser.lua,593,201,0,0
koreader,koreader/frontend\ui\widget\fixedtextwidget.lua,25,3,0,0
koreader,koreader/frontend\ui\widget\focusmanager.lua,165,454,0,0
koreader,koreader/frontend\ui\widget\footnotewidget.lua,421,35,0,0
koreader,koreader/frontend\ui\widget\frontlightwidget.lua,667,637,3,4
koreader,koreader/frontend\ui\widget\horizontalgroup.lua,83,41,0,0
koreader,koreader/frontend\ui\widget\horizontalspan.lua,14,0,0,0
koreader,koreader/frontend\ui\widget\iconbutton.lua,161,32,19,6
koreader,koreader/frontend\ui\widget\iconwidget.lua,72,4,0,0
koreader,koreader/frontend\ui\widget\infomessage.lua,291,16,0,0
koreader,koreader/frontend\ui\widget\keyboardlayoutdialog.lua,163,7,0,0
koreader,koreader/frontend\ui\widget\keyvaluepage.lua,705,169,9,4
koreader,koreader/frontend\ui\widget\linewidget.lua,39,10,0,0
koreader,koreader/frontend\ui\widget\linkbox.lua,63,1,0,0
koreader,koreader/frontend\ui\widget\listview.lua,127,4,0,0
koreader,koreader/frontend\ui\widget\logindialog.lua,113,10,0,0
koreader,koreader/frontend\ui\widget\menu.lua,1398,533,12,4
koreader,koreader/frontend\ui\widget\multiconfirmbox.lua,189,19,0,0
