project,file,loc,nclones,nsequences,maxseqlen
apisix_t1,testdir/apisix/apisix\plugins\limit-count.lua,182,42,0,0
apisix_t1,testdir/apisix/apisix\plugins\limit-count\limit-count-redis-cluster.lua,134,33,0,0
apisix_t1,testdir/apisix/apisix\plugins\limit-count\limit-count-redis.lua,141,46,0,0
apisix_t1,testdir/apisix/apisix\plugins\limit-req.lua,104,2,0,0
apisix_t1,testdir/apisix/apisix\plugins\log-rotate.lua,218,6,0,0
apisix_t1,testdir/apisix/apisix\plugins\node-status.lua,98,0,0,0
apisix_t1,testdir/apisix/apisix\plugins\openid-connect.lua,325,82,0,0
apisix_t1,testdir/apisix/apisix\plugins\prometheus.lua,73,0,0,0
apisix_t1,testdir/apisix/apisix\plugins\prometheus\exporter.lua,331,29,0,0
apisix_t1,testdir/apisix/apisix\plugins\proxy-cache.lua,289,43,0,0
apisix_t1,testdir/apisix/apisix\plugins\proxy-mirror.lua,60,0,0,0
apisix_t1,testdir/apisix/apisix\plugins\proxy-rewrite.lua,205,40,0,0
apisix_t1,testdir/apisix/apisix\plugins\redirect.lua,146,5,0,0
apisix_t1,testdir/apisix/apisix\plugins\referer-restriction.lua,124,1,0,0
apisix_t1,testdir/apisix/apisix\plugins\request-id.lua,68,2,0,0
apisix_t1,testdir/apisix/apisix\plugins\request-validation.lua,125,14,0,0
apisix_t1,testdir/apisix/apisix\plugins\response-rewrite.lua,175,11,0,0
apisix_t1,testdir/apisix/apisix\plugins\serverless-post-function.lua,17,0,0,0
apisix_t1,testdir/apisix/apisix\plugins\serverless-pre-function.lua,17,0,0,0
apisix_t1,testdir/apisix/apisix\plugins\serverless\init.lua,133,8,0,0
apisix_t1,testdir/apisix/apisix\plugins\skywalking.lua,151,8,0,0
apisix_t1,testdir/apisix/apisix\plugins\sls-logger.lua,207,64,0,0
apisix_t1,testdir/apisix/apisix\plugins\syslog.lua,195,58,0,0
apisix_t1,testdir/apisix/apisix\plugins\tcp-logger.lua,175,44,0,0
apisix_t1,testdir/apisix/apisix\plugins\traffic-split.lua,298,43,0,0
apisix_t1,testdir/apisix/apisix\plugins\udp-logger.lua,159,26,0,0
apisix_t1,testdir/apisix/apisix\plugins\uri-blocker.lua,94,3,0,0
apisix_t1,testdir/apisix/apisix\plugins\wolf-rbac.lua,512,150,0,0
apisix_t1,testdir/apisix/apisix\plugins\zipkin.lua,287,37,0,0
apisix_t1,testdir/apisix/apisix\plugins\zipkin\codec.lua,112,6,0,0
apisix_t1,testdir/apisix/apisix\plugins\zipkin\random_sampler.lua,38,0,0,0
apisix_t1,testdir/apisix/apisix\plugins\zipkin\reporter.lua,181,5,0,0
apisix_t1,testdir/apisix/apisix\router.lua,172,26,0,0
apisix_t1,testdir/apisix/apisix\script.lua,59,3,0,0
apisix_t1,testdir/apisix/apisix\ssl.lua,111,16,0,0
apisix_t1,testdir/apisix/apisix\ssl\router\radixtree_sni.lua,266,52,0,0
apisix_t1,testdir/apisix/apisix\stream\plugins\mqtt-proxy.lua,186,36,0,0
apisix_t1,testdir/apisix/apisix\stream\router\ip_port.lua,99,5,0,0
apisix_t1,testdir/apisix/apisix\timers.lua,97,5,0,0
apisix_t1,testdir/apisix/apisix\upstream.lua,355,77,0,0
apisix_t1,testdir/apisix/apisix\utils\batch-processor.lua,206,30,0,0
apisix_t1,testdir/apisix/apisix\utils\log-util.lua,99,5,0,0
apisix_t1,testdir/apisix/apisix\utils\router.lua,34,0,0,0
apisix_t1,testdir/apisix/apisix\utils\upstream.lua,61,2,0,0
