project,file,loc,nclones,nsequences,maxseqlen
koreader_t1,testdir/koreader/frontend\device\pocketbook\powerd.lua,82,3,0,0
koreader_t1,testdir/koreader/frontend\device\remarkable\device.lua,208,20,0,0
koreader_t1,testdir/koreader/frontend\device\remarkable\event_map.lua,7,0,0,0
koreader_t1,testdir/koreader/frontend\device\remarkable\powerd.lua,25,0,0,0
koreader_t1,testdir/koreader/frontend\device\sdl\device.lua,378,46,0,0
koreader_t1,testdir/koreader/frontend\device\sdl\keyboard_layout.lua,14,0,0,0
koreader_t1,testdir/koreader/frontend\device\sdl\powerd.lua,42,1,0,0
koreader_t1,testdir/koreader/frontend\device\sony-prstux\device.lua,209,8,0,0
koreader_t1,testdir/koreader/frontend\device\sony-prstux\event_map.lua,8,0,0,0
koreader_t1,testdir/koreader/frontend\device\sony-prstux\powerd.lua,31,0,0,0
koreader_t1,testdir/koreader/frontend\device\sysfs_light.lua,152,8,0,0
koreader_t1,testdir/koreader/frontend\device\thirdparty.lua,68,18,0,0
koreader_t1,testdir/koreader/frontend\device\wakeupmgr.lua,194,9,0,0
koreader_t1,testdir/koreader/frontend\dispatcher.lua,639,8514,0,0
koreader_t1,testdir/koreader/frontend\docsettings.lua,379,248,0,0
koreader_t1,testdir/koreader/frontend\document\canvascontext.lua,79,0,0,0
koreader_t1,testdir/koreader/frontend\document\documentregistry.lua,243,174,0,0
koreader_t1,testdir/koreader/frontend\dump.lua,81,47,0,0
koreader_t1,testdir/koreader/frontend\httpclient.lua,37,0,0,0
koreader_t1,testdir/koreader/frontend\logger.lua,96,10,0,0
koreader_t1,testdir/koreader/frontend\luadata.lua,171,50,0,0
koreader_t1,testdir/koreader/frontend\luasettings.lua,294,401,0,0
koreader_t1,testdir/koreader/frontend\optmath.lua,105,16,0,0
koreader_t1,testdir/koreader/frontend\persist.lua,150,58,0,0
koreader_t1,testdir/koreader/frontend\pluginloader.lua,199,27,0,0
koreader_t1,testdir/koreader/frontend\pluginshare.lua,5,0,0,0
koreader_t1,testdir/koreader/frontend\random.lua,34,14,0,0
koreader_t1,testdir/koreader/frontend\readcollection.lua,158,65,0,0
koreader_t1,testdir/koreader/frontend\readhistory.lua,304,274,0,0
koreader_t1,testdir/koreader/frontend\socketutil.lua,141,15,0,0
koreader_t1,testdir/koreader/frontend\ui\bidi.lua,286,80,0,0
koreader_t1,testdir/koreader/frontend\ui\cloudmgr.lua,29,0,0,0
koreader_t1,testdir/koreader/frontend\ui\data\creoptions.lua,613,402,0,0
koreader_t1,testdir/koreader/frontend\ui\data\css_tweaks.lua,867,468,0,0
koreader_t1,testdir/koreader/frontend\ui\data\dictionaries.lua,1184,5496,0,0
koreader_t1,testdir/koreader/frontend\ui\data\keyboardlayouts\bg_keyboard.lua,75,6,0,0
koreader_t1,testdir/koreader/frontend\ui\data\keyboardlayouts\el_keyboard.lua,129,6,0,0
koreader_t1,testdir/koreader/frontend\ui\data\keyboardlayouts\en_keyboard.lua,127,6,0,0
koreader_t1,testdir/koreader/frontend\ui\data\keyboardlayouts\es_keyboard.lua,15,0,0,0
koreader_t1,testdir/koreader/frontend\ui\data\keyboardlayouts\fa_keyboard.lua,86,3,0,0
koreader_t1,testdir/koreader/frontend\ui\data\keyboardlayouts\he_keyboard.lua,96,6,0,0
koreader_t1,testdir/koreader/frontend\ui\data\keyboardlayouts\ka_keyboard.lua,93,6,0,0
koreader_t1,testdir/koreader/frontend\ui\data\keyboardlayouts\keypopup\ar_AA_popup.lua,162,0,0,0
koreader_t1,testdir/koreader/frontend\ui\data\keyboardlayouts\keypopup\el_popup.lua,267,14,0,0
koreader_t1,testdir/koreader/frontend\ui\data\keyboardlayouts\keypopup\en_popup.lua,514,38,0,0
koreader_t1,testdir/koreader/frontend\ui\data\keyboardlayouts\keypopup\he_popup.lua,119,0,0,0
koreader_t1,testdir/koreader/frontend\ui\data\keyboardlayouts\keypopup\ka_popup.lua,74,0,0,0
koreader_t1,testdir/koreader/frontend\ui\data\keyboardlayouts\keypopup\ro_popup.lua,46,0,0,0
koreader_t1,testdir/koreader/frontend\ui\data\keyboardlayouts\keypopup\ru_popup.lua,99,0,0,0
koreader_t1,testdir/koreader/frontend\ui\data\keyboardlayouts\ko_KR_helper.lua,441,509,0,0
